Step,Context,OpponentMove,MyMove,Reward,WinRate
377,Paper,Paper,Paper,0.0,0.531
378,Paper,Paper,Paper,0.0,0.529
379,Paper,Paper,Paper,0.0,0.528
380,Paper,Paper,Paper,0.0,0.526
381,Scissors,Scissors,Paper,-0.5,0.525
382,Paper,Paper,Rock,-0.5,0.524
383,Scissors,Scissors,Rock,1.0,0.525
384,Rock,Rock,Paper,1.0,0.526
385,Paper,Paper,Paper,0.0,0.525
386,Paper,Paper,Rock,-0.5,0.523
387,Paper,Paper,Paper,0.0,0.522
388,Paper,Paper,Paper,0.0,0.521
389,Paper,Paper,Rock,-0.5,0.519
390,Paper,Paper,Rock,-0.5,0.518
391,Paper,Paper,Rock,-0.5,0.517
392,Paper,Paper,Rock,-0.5,0.515
393,Rock,Rock,Rock,0.0,0.514
394,Paper,Paper,Rock,-0.5,0.513
395,Paper,Paper,Rock,-0.5,0.511
396,Paper,Paper,Rock,-0.5,0.510
397,Scissors,Scissors,Rock,1.0,0.511
398,Paper,Paper,Rock,-0.5,0.510
399,Scissors,Scissors,Paper,-0.5,0.509
400,Paper,Paper,Paper,0.0,0.507
401,Paper,Paper,Rock,-0.5,0.506
402,Paper,Paper,Rock,-0.5,0.505
403,Paper,Paper,Rock,-0.5,0.504
404,Paper,Paper,Rock,-0.5,0.502
405,Scissors,Scissors,Rock,1.0,0.504
406,Paper,Paper,Paper,0.0,0.502
407,Paper,Paper,Rock,-0.5,0.501
408,Paper,Paper,Rock,-0.5,0.500
409,Paper,Paper,Rock,-0.5,0.499
410,Paper,Paper,Rock,-0.5,0.498
411,Paper,Paper,Rock,-0.5,0.496
412,Paper,Paper,Rock,-0.5,0.495
413,Paper,Paper,Rock,-0.5,0.494
414,Paper,Paper,Rock,-0.5,0.493
415,Paper,Paper,Rock,-0.5,0.492
416,Rock,Rock,Rock,0.0,0.490
417,Scissors,Scissors,Rock,1.0,0.492
418,Paper,Paper,Paper,0.0,0.490
419,Paper,Paper,Rock,-0.5,0.489
420,Rock,Rock,Rock,0.0,0.488
421,Paper,Paper,Rock,-0.5,0.487
422,Paper,Paper,Rock,-0.5,0.486
423,Paper,Paper,Rock,-0.5,0.485
424,Scissors,Scissors,Rock,1.0,0.486
425,Rock,Rock,Rock,0.0,0.485
426,Paper,Paper,Rock,-0.5,0.484
427,Paper,Paper,Rock,-0.5,0.482
428,Paper,Paper,Rock,-0.5,0.481
429,Paper,Paper,Rock,-0.5,0.480
430,Scissors,Scissors,Rock,1.0,0.481
431,Paper,Paper,Paper,0.0,0.480
432,Paper,Paper,Rock,-0.5,0.479
433,Paper,Paper,Paper,0.0,0.478
434,Paper,Paper,Rock,-0.5,0.477
435,Paper,Paper,Rock,-0.5,0.476
436,Paper,Paper,Rock,-0.5,0.475
437,Paper,Paper,Rock,-0.5,0.474
438,Paper,Paper,Rock,-0.5,0.473
439,Paper,Paper,Rock,-0.5,0.472
440,Paper,Paper,Rock,-0.5,0.470
441,Paper,Paper,Rock,-0.5,0.469
442,Rock,Rock,Rock,0.0,0.468
443,Paper,Paper,Rock,-0.5,0.467
444,Paper,Paper,Rock,-0.5,0.466
445,Rock,Rock,Rock,0.0,0.465
446,Paper,Paper,Rock,-0.5,0.464
447,Paper,Paper,Rock,-0.5,0.463
448,Scissors,Scissors,Rock,1.0,0.464
449,Paper,Paper,Paper,0.0,0.463
450,Paper,Paper,Rock,-0.5,0.462
451,Paper,Paper,Rock,-0.5,0.461
452,Paper,Paper,Rock,-0.5,0.460
453,Rock,Rock,Rock,0.0,0.459
454,Scissors,Scissors,Rock,1.0,0.460
455,Paper,Paper,Paper,0.0,0.459
456,Paper,Paper,Rock,-0.5,0.458
457,Scissors,Scissors,Rock,1.0,0.460
458,Paper,Paper,Paper,0.0,0.459
459,Paper,Paper,Rock,-0.5,0.458
460,Paper,Paper,Rock,-0.5,0.457
461,Paper,Paper,Rock,-0.5,0.456
462,Paper,Paper,Rock,-0.5,0.455
463,Paper,Paper,Rock,-0.5,0.454
464,Paper,Paper,Rock,-0.5,0.453
465,Paper,Paper,Rock,-0.5,0.452
466,Paper,Paper,Rock,-0.5,0.451
467,Scissors,Scissors,Rock,1.0,0.452
468,Paper,Paper,Paper,0.0,0.451
469,Paper,Paper,Rock,-0.5,0.450
470,Rock,Rock,Rock,0.0,0.449
471,Paper,Paper,Rock,-0.5,0.448
472,Paper,Paper,Rock,-0.5,0.447
473,Paper,Paper,Rock,-0.5,0.446
474,Scissors,Scissors,Rock,1.0,0.447
475,Rock,Rock,Paper,1.0,0.448
476,Scissors,Scissors,Rock,1.0,0.450
477,Scissors,Scissors,Paper,-0.5,0.449
478,Paper,Paper,Paper,0.0,0.448
479,Paper,Paper,Rock,-0.5,0.447
480,Paper,Paper,Rock,-0.5,0.446
481,Scissors,Scissors,Rock,1.0,0.447
482,Scissors,Scissors,Paper,-0.5,0.446
483,Paper,Paper,Paper,0.0,0.445
484,Paper,Paper,Rock,-0.5,0.444
485,Scissors,Scissors,Rock,1.0,0.445
486,Paper,Paper,Paper,0.0,0.444
487,Scissors,Scissors,Rock,1.0,0.446
488,Scissors,Scissors,Rock,1.0,0.447
489,Paper,Paper,Paper,0.0,0.446
490,Rock,Rock,Rock,0.0,0.445
491,Paper,Paper,Rock,-0.5,0.444
492,Paper,Paper,Rock,-0.5,0.443
493,Scissors,Scissors,Rock,1.0,0.444
494,Paper,Paper,Paper,0.0,0.443
495,Paper,Paper,Rock,-0.5,0.442
496,Paper,Paper,Rock,-0.5,0.442
497,Paper,Paper,Rock,-0.5,0.441
498,Paper,Paper,Rock,-0.5,0.440
499,Paper,Paper,Rock,-0.5,0.439
500,Paper,Paper,Rock,-0.5,0.438
501,Paper,Paper,Rock,-0.5,0.437
502,Scissors,Scissors,Rock,1.0,0.438
503,Paper,Paper,Paper,0.0,0.437
504,Scissors,Scissors,Rock,1.0,0.438
505,Paper,Paper,Rock,-0.5,0.438
506,Paper,Paper,Rock,-0.5,0.437
507,Rock,Rock,Rock,0.0,0.436
508,Paper,Paper,Paper,0.0,0.435
509,Paper,Paper,Rock,-0.5,0.434
510,Scissors,Scissors,Rock,1.0,0.435
511,Rock,Rock,Rock,0.0,0.434
512,Rock,Rock,Rock,0.0,0.434
513,Paper,Paper,Rock,-0.5,0.433
514,Paper,Paper,Rock,-0.5,0.432
515,Rock,Rock,Rock,0.0,0.431
516,Paper,Paper,Rock,-0.5,0.430
517,Paper,Paper,Rock,-0.5,0.429
518,Scissors,Scissors,Rock,1.0,0.431
519,Rock,Rock,Rock,0.0,0.430
520,Paper,Paper,Rock,-0.5,0.429
521,Paper,Paper,Rock,-0.5,0.428
522,Scissors,Scissors,Rock,1.0,0.429
523,Paper,Paper,Rock,-0.5,0.428
524,Rock,Rock,Rock,0.0,0.427
525,Paper,Paper,Rock,-0.5,0.427
526,Paper,Paper,Rock,-0.5,0.426
527,Scissors,Scissors,Rock,1.0,0.427
528,Paper,Paper,Rock,-0.5,0.426
529,Paper,Paper,Rock,-0.5,0.425
530,Paper,Paper,Rock,-0.5,0.425
531,Paper,Paper,Rock,-0.5,0.424
532,Paper,Paper,Rock,-0.5,0.423
533,Scissors,Scissors,Rock,1.0,0.424
534,Paper,Paper,Rock,-0.5,0.423
535,Scissors,Scissors,Rock,1.0,0.424
536,Paper,Paper,Rock,-0.5,0.424
537,Paper,Paper,Paper,0.0,0.423
538,Paper,Paper,Rock,-0.5,0.422
539,Paper,Paper,Rock,-0.5,0.421
540,Scissors,Scissors,Rock,1.0,0.422
541,Paper,Paper,Rock,-0.5,0.421
542,Paper,Paper,Rock,-0.5,0.421
543,Rock,Rock,Paper,1.0,0.422
544,Paper,Paper,Paper,0.0,0.421
545,Paper,Paper,Rock,-0.5,0.420
546,Rock,Rock,Paper,1.0,0.421
547,Paper,Paper,Rock,-0.5,0.420
548,Rock,Rock,Rock,0.0,0.420
549,Paper,Paper,Rock,-0.5,0.419
550,Scissors,Scissors,Paper,-0.5,0.418
551,Rock,Rock,Rock,0.0,0.417
552,Paper,Paper,Rock,-0.5,0.417
553,Paper,Paper,Paper,0.0,0.416
554,Paper,Paper,Paper,0.0,0.415
555,Paper,Paper,Paper,0.0,0.414
556,Rock,Rock,Paper,1.0,0.415
557,Paper,Paper,Rock,-0.5,0.415
558,Paper,Paper,Paper,0.0,0.414
559,Paper,Paper,Paper,0.0,0.413
560,Paper,Paper,Paper,0.0,0.412
561,Rock,Rock,Paper,1.0,0.414
562,Paper,Paper,Rock,-0.5,0.413
563,Rock,Rock,Paper,1.0,0.414
564,Paper,Paper,Rock,-0.5,0.413
565,Rock,Rock,Paper,1.0,0.414
566,Scissors,Scissors,Rock,1.0,0.415
567,Rock,Rock,Rock,0.0,0.414
568,Paper,Paper,Paper,0.0,0.414
569,Paper,Paper,Paper,0.0,0.413
570,Scissors,Scissors,Paper,-0.5,0.412
571,Paper,Paper,Rock,-0.5,0.412
572,Paper,Paper,Paper,0.0,0.411
573,Paper,Paper,Paper,0.0,0.410
574,Paper,Paper,Paper,0.0,0.409
575,Paper,Paper,Paper,0.0,0.409
576,Paper,Paper,Paper,0.0,0.408
577,Scissors,Scissors,Paper,-0.5,0.407
578,Scissors,Scissors,Rock,1.0,0.408
579,Paper,Paper,Paper,0.0,0.408
580,Paper,Paper,Paper,0.0,0.407
581,Rock,Rock,Rock,0.0,0.406
582,Paper,Paper,Rock,-0.5,0.405
583,Scissors,Scissors,Paper,-0.5,0.405
584,Paper,Paper,Rock,-0.5,0.404
585,Scissors,Scissors,Paper,-0.5,0.403
586,Rock,Rock,Rock,0.0,0.403
587,Paper,Paper,Rock,-0.5,0.402
588,Rock,Rock,Rock,0.0,0.401
589,Scissors,Scissors,Rock,1.0,0.402
590,Scissors,Scissors,Rock,1.0,0.403
591,Rock,Rock,Rock,0.0,0.403
592,Paper,Paper,Rock,-0.5,0.402
593,Paper,Paper,Rock,-0.5,0.401
594,Rock,Rock,Rock,0.0,0.401
595,Paper,Paper,Rock,-0.5,0.400
596,Paper,Paper,Rock,-0.5,0.399
597,Scissors,Scissors,Rock,1.0,0.400
598,Scissors,Scissors,Rock,1.0,0.401
599,Paper,Paper,Rock,-0.5,0.401
600,Paper,Paper,Rock,-0.5,0.400
601,Paper,Paper,Rock,-0.5,0.399
602,Paper,Paper,Rock,-0.5,0.399
603,Paper,Paper,Rock,-0.5,0.398
604,Scissors,Scissors,Rock,1.0,0.399
605,Scissors,Scissors,Rock,1.0,0.400
606,Scissors,Scissors,Rock,1.0,0.401
607,Scissors,Scissors,Rock,1.0,0.402
608,Scissors,Scissors,Rock,1.0,0.403
609,Scissors,Scissors,Rock,1.0,0.404
610,Scissors,Scissors,Rock,1.0,0.405
611,Rock,Rock,Rock,0.0,0.404
612,Paper,Paper,Rock,-0.5,0.404
613,Scissors,Scissors,Rock,1.0,0.405
614,Rock,Rock,Rock,0.0,0.404
615,Rock,Rock,Rock,0.0,0.403
